cat,sample_type,phase,elev_minimum,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
1309,buffer,em,100.8825989,235.4457565,3,,,,101.575,island,8500,181.6643025,20547,21924
1310,buffer,em,92.37545013,122.371181,4,10.17272702,11.469923,12.38575665,92.76179,island,24300,57.59554085,4483,5143
1311,buffer,em,78.66566467,20.92376184,3,54.33891345,65.56396972,66.35588546,78.66566,island,716200,465.998153,2571,2590
1312,buffer,em,97.33054352,222.1467133,3,4.517539515,4.386339442,4.414645953,97.33054,island,88112100,252.0158516,10463,11246
1313,buffer,em,80.56899261,159.6615589,4,37.80307689,48.53456365,51.88970315,81.3546,island,24800,236.1707607,33867,54054
1314,buffer,em,74.8006134,181.9530392,2,50.06054994,88.33906839,82.02087195,74.8104,island,38206800,170.7425793,36439,69671
1315,buffer,em,79.10597992,153.0189171,4,53.12800368,60.30400353,58.80243371,80.13681,island,45300,305.7177695,30836,36568
1316,buffer,em,82.04821014,157.823967,3,46.40620672,42.9471308,42.69712901,83.52375,island,115800,1527.365715,56766,98080
1317,buffer,em,98.96385956,177.6325645,2,1.594744453,1.892447454,1.85991853,99.09635,island,10683900,175.5826801,9684,9726
1318,buffer,em,74.63088226,257.47369,4,79.67444599,90.94844029,97.79507546,77.96365,mainland,,346.9475232,26447,27248
1319,buffer,em,80.68267059,80.12722015,3,54.62696143,54.19798643,54.74815871,82.27096,island,101915700,258.6385877,10828,10828
1320,buffer,em,97.46464539,275.5722275,3,3.642324659,4.129873242,4.274793299,97.46465,island,88112100,162.5142122,24,24
1321,buffer,em,119.150177,292.5943909,4,,,,123.4414,island,175400,924.5896369,90799,133586
1322,buffer,em,96.55506897,209.4595474,4,6.508114593,5.971085911,5.971085911,96.55507,island,20200,2189.452045,18156,20086
1323,buffer,em,87.90618134,169.3569641,4,11.86042833,21.19558575,22.72815273,87.9269,island,32600,3937.077814,60815,76068
1324,buffer,em,74.81256866,149.4065033,4,51.9425148,93.16311075,94.55380638,77.24398,island,85800,573.0272293,30976,32163
1325,buffer,em,99.30102539,53.15394592,3,0,1.110270639,1.121662101,101.3258,island,10146300,18084.00775,313147,969253
1326,buffer,em,72.98468018,185.940863,3,67.16425039,108.5013988,106.8691559,75.88138,mainland,,190.1662347,10631,10631
1327,buffer,em,80.08934784,211.6002998,4,27.09513348,56.4841954,53.09696565,83.13503,island,800,1520.714909,135856,404615
1328,buffer,em,95.16325378,287.2911682,5,6.91775674,8.169073963,7.957597011,95.17005,island,44500,1241.142111,59752,161107
1329,buffer,em,100.4053726,288.6579132,4,,,,105.2053,island,26600,24253.22021,162242,272290
1330,buffer,em,110.1051941,254.8084793,3,,,,112.8481,island,78900,9401.050232,276532,673054
1331,buffer,em,74.77431488,181.8049912,4,45.90710916,82.25338027,91.51118533,75.2559,mainland,,116.0804227,6323,6789
1332,buffer,em,98.22429657,138.934789,4,4.145780988,3.495789167,3.183848799,100.1331,island,11564500,2250.592167,33223,97467
1333,buffer,em,111.9181595,147.3687973,4,,,,113.6376,island,21200,64.73986821,16785,17384
1334,buffer,em,81.0534668,184.4308395,2,19.58731323,54.03947431,58.99676344,81.11083,island,117894700,49.99579926,4016,4451
1335,buffer,em,89.04039764,135.9498291,4,8.427699313,15.74788467,18.28818711,89.99305,island,21300,18240.09829,120292,271343
1336,buffer,em,114.6776886,75.46237755,3,,,,115.8433,island,57800,25825.21929,222150,453745
1337,buffer,em,91.87860107,23.49375367,3,14.04871524,13.53018895,12.99488762,92.28622,island,1440300,3495.753991,351000,630547
1338,buffer,em,110.5468292,314.9944519,4,,,,113.7898,island,9929600,153.4970042,4423,4423
1339,buffer,em,94.66395569,58.91635609,4,7.470776399,7.985197862,8.783787629,96.4528,island,14800,690.7177471,74553,84421
1340,buffer,em,76.65873718,274.4468613,4,33.72001478,70.82218506,79.36698455,77.0485,island,32800,774.336877,81362,89492
1341,buffer,em,79.83331299,98.37890729,2,43.38459265,56.15973642,56.8964821,80.07672,island,201800,2212.421937,1614,7261
1342,buffer,em,73.4285202,146.2316284,3,57.50290085,58.02895545,102.4046849,73.42852,island,92300,461.8428887,28645,32753
1343,buffer,em,109.4091339,105.38812,2,,,,109.4091,island,8248400,6693.324573,82,82
1344,buffer,em,74.61215973,126.4339085,4,69.48672465,92.17516522,93.16297654,74.61216,mainland,,37.37038956,2068,5138
1345,buffer,em,121.1965408,243.1090546,4,,,,122.6927,island,450500,64.89886292,3643,3643
1346,buffer,em,71.39055634,310.5745056,4,111.6182093,105.9282329,110.3544962,73.97503,mainland,,49.16645717,11225,30804
1347,buffer,em,74.46218109,95.39967155,2,13.87478642,98.12863243,91.52083784,74.46218,island,1526600,7266.132351,152289,478780
1348,buffer,em,108.9526749,317.4668172,3,,,,110.7139,island,65998300,225.2275571,32153,48382
1349,buffer,em,75.70331573,96.11701584,4,83.74561441,79.25094729,85.53129014,82.77679,island,36000,4084.974934,89430,200536
1350,buffer,em,83.02824402,110.897554,4,40.1062651,40.99205135,38.87930401,87.05196,island,3384900,2185.721588,51193,108479
1351,buffer,em,102.2577515,210.4336205,4,,,,105.6598,island,53600,23770.1199,125728,502686
1352,buffer,em,70.41764069,47.47930222,3,76.51629043,115.4006557,121.1866828,71.90752,mainland,,451.3121732,54774,86356
1353,buffer,em,90.98743439,331.0362625,4,14.26884719,13.44639692,13.40743874,93.7863,island,33000,895.5289994,66116,95256
1354,buffer,em,92.90399933,102.0100346,4,6.682086766,10.95986769,11.56883092,92.904,island,7700,6861.563803,19515,19515
1355,buffer,em,72.49915314,14.92120695,2,84.38696154,110.3436211,112.5036435,73.3837,mainland,,93.66286176,3429,3429
1356,buffer,em,78.34026337,285.6956909,4,58.90192037,65.2706036,66.8962107,82.03341,island,87200,103.6462341,6162,8481
1357,buffer,em,79.47460175,136.2612274,5,64.44509119,64.75383421,57.69415624,82.01166,island,71800,28156.60039,200611,681125
1358,buffer,em,74.12173462,128.3172798,2,9.681546083,90.88891121,92.07405716,74.5326,island,1526600,6429.292719,122754,345738
1359,buffer,em,69.00556183,21.78027058,2,88.93233113,130.204895,103.4757781,70.82548,island,44152000,620.9979536,31328,49919
1360,buffer,em,75.1725235,252.6342438,4,23.83762929,93.99668296,89.57823455,75.7571,island,3300,317.1767282,33823,38587
1361,buffer,em,117.982338,206.1228828,4,,,,117.9823,island,8578200,57.93083843,2601,2659
1362,buffer,em,79.40878296,33.36418419,3,47.6872578,60.21554982,60.83659436,81.86685,island,619700,542.712989,78732,126605
1363,buffer,em,93.66686249,41.51420498,3,10.26933219,10.30325648,10.48143673,95.09035,island,1264700,2125.70524,178450,263184
1364,buffer,em,93.72340393,73.89630585,4,10.15427865,10.28725396,10.04871465,96.89557,island,24400,7747.357216,104894,432066
1365,buffer,em,93.56697845,254.8091217,3,10.24365159,10.13243916,10.46780961,95.63129,island,5400,298.3091644,49113,58624
1366,buffer,em,70.20354462,324.3187637,4,111.2526232,137.6714736,123.4109359,76.55032,island,811800,679.572563,48634,62110
1367,buffer,em,99.24552155,186.1432699,2,1.288758959,1.313993662,1.334245948,99.54752,island,10683900,222.0886804,12112,21955
1368,buffer,em,102.8135071,270.7837677,3,,,,107.4712,island,69977700,579.5532111,20996,23280
1369,buffer,em,76.5131073,255.9705597,4,40.1267516,70.33378126,73.89597935,77.88634,island,224200,541.0227909,41527,56587
1370,buffer,em,98.11702728,287.9833476,4,2.309401077,3.208206313,3.247729242,98.14451,island,191500,1559.281252,183872,370392
1371,buffer,em,94.30561829,107.4865227,4,8.77146542,8.875654913,8.968025716,95.29715,island,9200,27294.79276,140376,504866
1372,buffer,em,125.3627167,81.0304718,4,,,,126.7869,island,5800,2162.705093,32647,117460
1373,buffer,em,77.20566559,18.92716773,2,58.65248301,79.020762,78.00290447,80.17738,island,118804700,69.12452116,2918,2918
1374,buffer,em,111.5491486,242.9754067,3,,,,112.654,island,47400,65.38039183,2672,2672
1375,buffer,em,107.4365234,67.74157906,4,,,,108.9704,island,69338600,265.4923479,8722,9772
1376,buffer,em,107.40065,209.1368713,4,,,,107.4007,island,10657800,209.605301,11857,12147
1377,buffer,em,91.63018799,136.0743198,4,12.18234789,13.35329457,13.23908264,94.21774,island,120700,39513.08208,311527,1036331
1378,buffer,em,104.6901855,141.077742,4,,,,105.9226,island,26800,87.00789125,15027,19693
1379,buffer,em,100.7902374,194.8162155,4,,,,101.4676,island,11438900,264.4165077,10975,10975
1380,buffer,em,92.78695679,197.8596313,4,13.97076312,11.24820782,10.94744781,97.04686,island,7000,45282.87351,273790,1033236
1381,buffer,em,79.14891052,341.9564514,2,23.63897249,61.72865542,65.93060069,81.54279,island,117894700,62.68683427,4385,5800
1382,buffer,em,118.8518295,303.9131699,3,,,,122.0859,island,3500,1245.893644,116203,202665
1383,buffer,em,77.35977173,153.4364334,2,61.11692751,79.47250728,71.78491294,77.35977,island,549700,1573.325241,30628,167204
1384,buffer,em,81.01931763,118.9110694,4,46.34016402,49.62959666,50.25976743,81.01932,island,5638900,29.20047146,1010,1010
1385,buffer,em,73.89086914,62.41979446,4,80.56854591,95.1140794,98.64719092,77.26628,mainland,,11858.79132,215813,618266
1386,buffer,em,73.70877838,198.8420105,4,79.42141275,105.1470474,106.7850171,75.01129,island,93200,170.894796,16236,16264
1387,buffer,em,72.30963898,210.8868713,3,121.3451335,119.9889406,116.5851987,76.00695,mainland,,177.0744734,4904,4904
1388,buffer,em,91.18747711,158.4409637,4,9.948628379,13.51011525,14.22151671,94.8871,island,53400,277.2841318,17914,19688
1389,buffer,em,90.89833832,64.31235313,3,14.76896912,14.85061193,14.12053963,93.63714,island,741600,100.8739592,8704,14030
1390,buffer,em,84.07135773,282.9842072,3,36.37900294,34.61623389,36.34096965,87.0355,island,94836900,103.4536744,2565,2565
1391,buffer,em,103.7936859,50.7312727,3,,,,103.7937,island,60700,14476.38803,166358,172481
1392,buffer,em,115.7212677,287.414566,4,,,,116.5722,island,5900,144.3409268,23896,51456
1393,buffer,em,70.23957062,240.9466492,4,133.0780748,140.9192666,137.0490289,78.64782,island,85100,11517.65082,35103,35103
1394,buffer,em,77.94615936,105.2220016,4,56.66841366,70.57734443,68.12705414,79.52422,island,493500,17277.40826,121610,324106
1395,buffer,em,113.8225479,333.9165878,3,,,,114.549,island,65500,1851.693891,198981,435752
1396,buffer,em,72.73141479,65.01372051,4,26.59788175,95.97809205,106.7819725,73.70782,mainland,,210.6708348,19005,21021
1397,buffer,em,101.3020554,144.8378293,4,,,,104.9982,island,9389500,284.4532124,12418,36481
1398,buffer,em,106.3921738,156.8890137,4,,,,110.3007,island,64400,416.5212177,21955,23458
1399,buffer,em,100.1035767,91.16546631,4,,,,100.3244,island,80600,35137.75543,338733,1171944
1400,buffer,em,72.30043793,263.3537216,4,61.75483909,98.61594281,108.5545091,75.26148,mainland,,542.9456604,52751,58295
1401,buffer,em,82.8374939,15.58668208,3,35.84055671,43.64065249,42.0235445,83.65011,island,101119800,25.47246922,765,765
1402,buffer,em,107.7580185,154.137027,3,,,,108.4762,island,8501600,31.35708148,1355,1355
1403,buffer,em,100.6270447,142.4568043,4,,,,100.627,island,80600,47378.07297,97333,413900
1404,buffer,em,78.14508057,78.35402298,4,32.79836611,63.18222285,67.9144552,82.64694,island,1400,7667.560949,89265,192031
1405,buffer,em,89.46127319,269.4504211,3,13.79186391,16.77179154,17.48501386,89.63435,island,46700,11811.36377,103822,166639
1406,buffer,em,76.57408142,10.87203188,4,44.65195463,80.92016793,81.0796504,76.60572,island,100400,149.2143065,15691,16047
1407,buffer,em,82.9669342,88.5544281,4,33.95514093,35.09111404,38.19641024,86.03696,island,62600,283.0910045,16464,19449
1408,buffer,em,77.27987671,92.00265656,4,57.10544311,75.28128605,72.7483972,80.02879,island,452400,20519.54051,110934,285246
1409,buffer,em,104.546463,143.3535889,4,,,,106.1364,island,70749100,25300.31114,83463,210570
1410,buffer,em,73.19738007,267.0068318,2,41.03415947,98.03312334,103.374241,73.63644,island,1658400,217.882429,11431,14536
1411,buffer,em,118.2742462,137.7069664,3,,,,119.3336,island,5361300,39.59414398,1291,1291
1412,buffer,em,99.45972443,103.9158707,2,1.105541595,1.000456224,1.008704136,99.59518,island,10683900,86.34532152,4203,4923
1413,buffer,em,77.18600464,217.8087082,3,73.06249928,73.92582333,75.18731145,78.26035,island,57400,25.63345277,373,2128
1414,buffer,em,89.25909424,7.007236004,4,16.90873518,18.5967756,18.80180223,92.2514,island,13218600,2114.826246,36368,56567
1415,buffer,em,110.2299805,322.4584427,3,,,,110.8774,island,64400,49.77878806,2370,2370
1416,buffer,em,82.55096436,328.2789154,4,38.70859158,43.13786353,40.67590467,85.51853,island,228600,242.7760144,40974,50193
1417,buffer,em,114.0591049,219.0762978,3,,,,114.5519,island,189200,18602.25959,183237,508247
1418,buffer,em,97.46118164,46.17508221,3,4.123823125,4.469205109,4.345966139,100.0057,island,1053900,2900.310245,215761,424669
1419,buffer,em,77.79827881,101.6896687,2,53.87281541,63.0152125,64.1235386,77.79828,island,224200,6190.693367,19181,19218
1420,buffer,em,83.03955078,190.2592621,4,40.34280656,40.67732278,43.00375277,84.42298,island,98718200,168.3031244,7350,7350
1421,buffer,em,71.44686127,157.7648331,4,93.11547593,94.75887951,106.96701,72.50298,island,30100,7445.195442,27345,111557
1422,buffer,em,75.31547546,26.01126204,4,43.79457633,83.34052106,90.29928799,78.71246,island,230600,439.2664233,31594,38185
1423,buffer,em,73.24894714,73.36428452,4,68.67125619,100.9886982,102.96139,73.24895,mainland,,186.4601266,2009,2009
1424,buffer,em,87.05265808,129.177145,3,7.953921806,20.37690861,22.28007264,87.05266,island,53800,129.092553,29,29
1425,buffer,em,108.2399445,329.2367783,4,,,,109.6806,island,8248400,58.29051183,2350,2350
1426,buffer,em,81.34200287,151.8737831,2,15.79977711,53.46378675,57.7952519,83.24355,island,1600,550.0876547,51529,60793
1427,buffer,em,78.11562347,95.7818737,3,20.91880736,37.44957096,65.98054409,79.21931,island,3500,15287.13592,153683,417579
1428,buffer,em,119.6344757,298.0312653,4,,,,122.603,island,40000,12957.84169,199254,598280
1429,buffer,em,114.6979752,12.23997283,3,,,,114.698,island,965100,189.9451889,6010,6010
1430,buffer,em,99.3113327,273.9923645,4,1.263700428,1.118014114,1.131723537,100.3359,island,10469800,101.8523976,5903,5903
1431,buffer,em,76.83961487,310.1772766,4,24.50286802,74.33949432,74.73208533,78.02552,island,7700,824.6018005,78885,83931
1432,buffer,em,110.5154648,334.8501587,3,,,,115.3235,island,4600,132.3053695,5491,5491
1433,buffer,em,107.9862061,75.49704361,3,,,,108.3692,island,855400,18791.23887,215510,452858
1434,buffer,em,94.89894104,184.8017029,4,7.003347414,7.865030496,8.715815665,98.2522,island,700,648.5194969,23707,25407
1435,buffer,em,122.4979401,171.5325851,3,,,,122.4979,island,4695500,45.87827641,93,93
1436,buffer,em,82.53289032,252.3038574,3,46.33873494,43.70781933,40.47062226,84.73801,island,245800,135.8533698,7260,10880
1437,buffer,em,112.0723114,80.90307808,3,,,,113.3834,island,39300,21042.30042,241424,503934
1438,buffer,em,70.9129715,58.21114731,2,82.20464977,122.8296752,121.6713717,70.91297,island,2167100,407.5383638,17127,19521
1439,buffer,em,104.2162704,256.707486,4,,,,106.6391,island,733000,1922.316339,101412,264703
1440,buffer,em,84.45298767,340.35009,3,34.0643482,35.89379269,34.99549375,85.55805,island,1661300,37.78275826,872,872
1441,buffer,em,97.35076141,234.1389374,4,4.808441252,4.396566992,4.319202876,98.59667,island,11752600,141.1393689,8282,8282
1442,buffer,em,72.64909363,93.86809921,2,56.75093966,115.8528127,108.3398287,72.64909,mainland,,2915.689725,205,205
1443,buffer,em,73.55588531,233.9492455,4,33.60046485,92.36152661,97.23093402,73.55589,island,39600,158.9169699,9184,11885
1444,buffer,em,83.2859726,119.2851582,4,38.84182212,38.34680204,36.7412527,83.47813,island,19500,5062.186731,114876,407186
1445,buffer,em,115.0451584,48.4128046,3,,,,117.0002,island,75200,11409.83608,300679,780474
1446,buffer,em,105.2388,93.85222168,4,,,,107.6001,island,10657800,3613.428478,48546,203452
1447,buffer,em,85.457901,188.6671906,3,26.5714095,33.96910781,31.83300472,86.79378,island,97614400,385.2855813,21593,23652
1448,buffer,em,77.14737701,340.3954239,3,66.12967101,77.59790579,75.84150514,77.14738,island,6183000,143.8424811,591,591
1449,buffer,em,81.97650146,312.3414612,3,26.58115303,39.06222285,42.43470692,82.8482,island,262800,149.233163,7092,9811
1450,buffer,em,97.6350708,124.560873,4,5.398044913,4.331272837,4.10468398,99.04735,island,15000,20836.84856,132236,549777
1451,buffer,em,97.97084808,308.1634216,4,1.985890686,3.284502407,3.295057649,98.00526,island,11752600,143.191593,7801,7801
1452,buffer,em,80.29198456,209.2489967,4,58.39111998,56.3543638,62.37920305,83.90405,island,101119800,84.9387969,3164,18586
1453,buffer,em,111.2710266,68.72532845,3,,,,111.9511,island,114900,4100.150167,336463,883237
1454,buffer,em,74.34507751,96.59362984,3,91.51859406,95.7577643,93.94263814,78.33683,island,115200,53.5117414,1558,2240
1455,buffer,em,73.6266098,257.6178955,3,93.0571395,95.79435087,99.77675045,73.80081,mainland,,95.80933874,14906,19698
1456,buffer,em,116.8960037,272.3202362,3,,,,121.5185,island,9311100,1709.682911,87359,191294
1457,buffer,em,91.69055939,260.2608795,2,15.73646605,13.1491296,13.50374081,95.66786,island,89483500,357.9663539,22921,25520
1458,buffer,em,116.1838989,221.1066284,3,,,,118.7923,island,19000,22571.97371,370227,989210
1459,buffer,em,114.788414,128.0210857,4,,,,120.9881,island,677600,313.8484728,13481,13569
1460,buffer,em,103.3910217,114.2415614,3,,,,105.9707,island,9173600,10823.71262,285145,915203
1461,buffer,em,82.61682129,53.27649307,4,17.61239861,38.68490955,40.95943363,82.61682,island,21500,241.5099281,89364,172579
1462,buffer,em,123.1906433,213.293148,4,,,,123.1906,island,504200,166.900093,494,494
1463,buffer,em,90.15211487,86.44402122,4,15.57572984,18.65439486,11.72197402,90.5002,island,13577600,1130.611168,143196,264843
1464,buffer,em,109.1793671,65.17986774,4,,,,110.2553,island,64400,70.39410213,2461,2461
1465,buffer,em,103.2586365,319.3092041,2,,,,105.4542,island,9173600,1224.592544,22041,76747
1466,buffer,em,77.38970947,175.3223206,3,43.67132291,59.74681844,71.65847522,77.82346,island,32800,215.6548315,53240,152654
1467,buffer,em,73.55776978,46.16061974,3,61.93077203,98.74678782,104.7614016,74.67849,island,2322900,1431.397386,147280,248651
